SEASON_TM,SEASON,CONFERENCE,DIVISION,TEAM,TM,PLAYOFFS,GP,W,L,T,OL,PTS,PTS%,GF,GA,SRS,SOS,RPt%,ROW
2013LAK,2013,Western,Pacific,Los Angeles Kings,LAK,Y,48,27,16,,5,59,0.615,133,118,0.29,-0.02,0.583,25
2013SJS,2013,Western,Pacific,San Jose Sharks,SJS,Y,48,25,16,,7,57,0.594,124,116,0.17,0.01,0.479,17
2013PHX,2013,Western,Pacific,Phoenix Coyotes,PHX,N,48,21,18,,9,51,0.531,125,131,-0.1,0.03,0.458,17
2013DAL,2013,Western,Pacific,Dallas Stars,DAL,N,48,22,22,,4,48,0.5,130,142,-0.21,0.05,0.448,20
2014BOS,2014,Eastern,Atlantic,Boston Bruins,BOS,Y,82,54,19,,9,117,0.713,261,177,0.92,-0.11,0.677,51
2014TBL,2014,Eastern,Atlantic,Tampa Bay Lightning,TBL,Y,82,46,27,,9,101,0.616,240,215,0.25,-0.06,0.549,38
2014MTL,2014,Eastern,Atlantic,Montreal Canadiens,MTL,Y,82,46,28,,8,100,0.61,215,204,0.08,-0.05,0.543,40
2014DET,2014,Eastern,Atlantic,Detroit Red Wings,DET,Y,82,39,28,,15,93,0.567,222,230,-0.14,-0.04,0.5,34
2014OTT,2014,Eastern,Atlantic,Ottawa Senators,OTT,N,82,37,31,,14,88,0.537,236,265,-0.37,-0.02,0.451,30
2014TOR,2014,Eastern,Atlantic,Toronto Maple Leafs,TOR,N,82,38,36,,8,84,0.512,231,256,-0.34,-0.04,0.433,29
2014FLA,2014,Eastern,Atlantic,Florida Panthers,FLA,N,82,29,45,,8,66,0.402,196,268,-0.87,0.01,0.341,21
2014BUF,2014,Eastern,Atlantic,Buffalo Sabres,BUF,N,82,21,51,,10,52,0.317,157,248,-1.09,0.02,0.244,14
2014PIT,2014,Eastern,Metropolitan,Pittsburgh Penguins,PIT,Y,82,51,24,,7,109,0.665,249,207,0.47,-0.04,0.598,44
2014NYR,2014,Eastern,Metropolitan,New York Rangers,NYR,Y,82,45,31,,6,96,0.585,218,193,0.26,-0.04,0.543,41
2014PHI,2014,Eastern,Metropolitan,Philadelphia Flyers,PHI,Y,82,42,30,,10,94,0.573,236,235,-0.01,-0.02,0.543,39
2014CBJ,2014,Eastern,Metropolitan,Columbus Blue Jackets,CBJ,Y,82,43,32,,7,93,0.567,231,216,0.16,-0.03,0.506,38
2014WSH,2014,Eastern,Metropolitan,Washington Capitals,WSH,N,82,38,30,,14,90,0.549,235,240,-0.08,-0.02,0.47,28
2014NJD,2014,Eastern,Metropolitan,New Jersey Devils,NJD,N,82,35,29,,18,88,0.537,197,208,-0.15,-0.02,0.506,35
2014CAR,2014,Eastern,Metropolitan,Carolina Hurricanes,CAR,N,82,36,35,,11,83,0.506,207,230,-0.29,-0.01,0.451,34
2014NYI,2014,Eastern,Metropolitan,New York Islanders,NYI,N,82,34,37,,11,79,0.482,225,267,-0.51,0,0.396,25
2014COL,2014,Western,Central,Colorado Avalanche,COL,Y,82,52,22,,8,112,0.683,250,220,0.4,0.04,0.628,47
2014STL,2014,Western,Central,St. Louis Blues,STL,Y,82,52,23,,7,111,0.677,248,191,0.71,0.01,0.598,43
2014CHI,2014,Western,Central,Chicago Blackhawks,CHI,Y,82,46,21,,15,107,0.652,267,220,0.6,0.02,0.573,40
2014MIN,2014,Western,Central,Minnesota Wild,MIN,Y,82,43,27,,12,98,0.598,207,206,0.07,0.05,0.524,35
2014DAL,2014,Western,Central,Dallas Stars,DAL,Y,82,40,31,,11,91,0.555,235,228,0.14,0.05,0.494,36
2014NSH,2014,Western,Central,Nashville Predators,NSH,N,82,38,32,,12,88,0.537,216,242,-0.25,0.07,0.506,36
2014WPG,2014,Western,Central,Winnipeg Jets,WPG,N,82,37,35,,10,84,0.512,227,237,-0.07,0.06,0.439,29
2014ANA,2014,Western,Pacific,Anaheim Ducks,ANA,Y,82,54,20,,8,116,0.707,266,209,0.68,-0.01,0.677,51
2014SJS,2014,Western,Pacific,San Jose Sharks,SJS,Y,82,51,22,,9,111,0.677,249,200,0.6,0,0.604,41
2014LAK,2014,Western,Pacific,Los Angeles Kings,LAK,Y,82,46,28,,8,100,0.61,206,174,0.4,0.01,0.549,38
2014PHX,2014,Western,Pacific,Phoenix Coyotes,PHX,N,82,37,30,,15,89,0.543,216,231,-0.16,0.03,0.457,31
2014VAN,2014,Western,Pacific,Vancouver Canucks,VAN,N,82,36,35,,11,83,0.506,196,223,-0.3,0.03,0.451,31
2014CGY,2014,Western,Pacific,Calgary Flames,CGY,N,82,35,40,,7,77,0.47,209,241,-0.35,0.04,0.402,28
2014EDM,2014,Western,Pacific,Edmonton Oilers,EDM,N,82,29,44,,9,67,0.409,203,270,-0.75,0.07,0.348,25
2015MTL,2015,Eastern,Atlantic,Montreal Canadiens,MTL,Y,82,50,22,,10,110,0.671,221,189,0.36,-0.03,0.598,43
2015TBL,2015,Eastern,Atlantic,Tampa Bay Lightning,TBL,Y,82,50,24,,8,108,0.659,262,211,0.57,-0.06,0.622,47
2015DET,2015,Eastern,Atlantic,Detroit Red Wings,DET,Y,82,43,25,,14,100,0.61,235,221,0.14,-0.03,0.561,39
2015OTT,2015,Eastern,Atlantic,Ottawa Senators,OTT,Y,82,43,26,,13,99,0.604,238,215,0.25,-0.04,0.53,37
2015BOS,2015,Eastern,Atlantic,Boston Bruins,BOS,N,82,41,27,,14,96,0.585,213,211,0.01,-0.01,0.537,37
2015FLA,2015,Eastern,Atlantic,Florida Panthers,FLA,N,82,38,29,,15,91,0.555,206,223,-0.23,-0.02,0.476,30
2015TOR,2015,Eastern,Atlantic,Toronto Maple Leafs,TOR,N,82,30,44,,8,68,0.415,211,262,-0.61,0.02,0.366,25
2015BUF,2015,Eastern,Atlantic,Buffalo Sabres,BUF,N,82,23,51,,8,54,0.329,161,274,-1.33,0.05,0.262,15
2015NYR,2015,Eastern,Metropolitan,New York Rangers,NYR,Y,82,53,22,,7,113,0.689,252,192,0.69,-0.04,0.652,49
2015NYI,2015,Eastern,Metropolitan,New York Islanders,NYI,Y,82,47,28,,7,101,0.616,252,230,0.26,-0.01,0.567,40
2015WSH,2015,Eastern,Metropolitan,Washington Capitals,WSH,Y,82,45,26,,11,101,0.616,242,203,0.44,-0.03,0.543,40
2015PIT,2015,Eastern,Metropolitan,Pittsburgh Penguins,PIT,Y,82,43,27,,12,98,0.598,221,210,0.12,-0.01,0.537,39
2015CBJ,2015,Eastern,Metropolitan,Columbus Blue Jackets,CBJ,N,82,42,35,,5,89,0.543,236,250,-0.16,0.01,0.47,33
2015PHI,2015,Eastern,Metropolitan,Philadelphia Flyers,PHI,N,82,33,31,,18,84,0.512,215,234,-0.23,0,0.451,30
2015NJD,2015,Eastern,Metropolitan,New Jersey Devils,NJD,N,82,32,36,,14,78,0.476,181,216,-0.4,0.02,0.402,27
2015CAR,2015,Eastern,Metropolitan,Carolina Hurricanes,CAR,N,82,30,41,,11,71,0.433,188,226,-0.44,0.02,0.378,25
2015STL,2015,Western,Central,St. Louis Blues,STL,Y,82,51,24,,7,109,0.665,248,201,0.59,0.02,0.591,42
2015NSH,2015,Western,Central,Nashville Predators,NSH,Y,82,47,25,,10,104,0.634,232,208,0.33,0.03,0.573,41
2015CHI,2015,Western,Central,Chicago Blackhawks,CHI,Y,82,48,28,,6,102,0.622,229,189,0.51,0.02,0.549,39
2015MIN,2015,Western,Central,Minnesota Wild,MIN,Y,82,46,28,,8,100,0.61,231,201,0.39,0.03,0.555,42
2015WPG,2015,Western,Central,Winnipeg Jets,WPG,Y,82,43,26,,13,99,0.604,230,210,0.29,0.04,0.518,36
2015DAL,2015,Western,Central,Dallas Stars,DAL,N,82,41,31,,10,92,0.561,261,260,0.06,0.05,0.494,37
2015COL,2015,Western,Central,Colorado Avalanche,COL,N,82,39,31,,12,90,0.549,219,227,-0.04,0.06,0.439,29
2015ANA,2015,Western,Pacific,Anaheim Ducks,ANA,Y,82,51,24,,7,109,0.665,236,226,0.1,-0.03,0.604,43
2015VAN,2015,Western,Pacific,Vancouver Canucks,VAN,Y,82,48,29,,5,101,0.616,242,222,0.2,-0.05,0.561,42
2015CGY,2015,Western,Pacific,Calgary Flames,CGY,Y,82,45,30,,7,97,0.591,241,216,0.26,-0.05,0.543,41
2015LAK,2015,Western,Pacific,Los Angeles Kings,LAK,N,82,40,27,,15,95,0.579,220,205,0.16,-0.03,0.524,38
2015SJS,2015,Western,Pacific,San Jose Sharks,SJS,N,82,40,33,,9,89,0.543,228,232,-0.08,-0.03,0.5,36
2015EDM,2015,Western,Pacific,Edmonton Oilers,EDM,N,82,24,44,,14,62,0.378,198,283,-1.01,0.03,0.305,19
2015ARI,2015,Western,Pacific,Arizona Coyotes,ARI,N,82,24,50,,8,56,0.341,170,272,-1.2,0.04,0.293,19
2016FLA,2016,Eastern,Atlantic,Florida Panthers,FLA,Y,82,47,26,,9,103,0.628,239,203,0.42,-0.02,0.549,40
2016TBL,2016,Eastern,Atlantic,Tampa Bay Lightning,TBL,Y,82,46,31,,5,97,0.591,227,201,0.3,-0.02,0.561,43
2016DET,2016,Eastern,Atlantic,Detroit Red Wings,DET,Y,82,41,30,,11,93,0.567,211,224,-0.16,0,0.518,39
2016BOS,2016,Eastern,Atlantic,Boston Bruins,BOS,N,82,42,31,,9,93,0.567,240,230,0.11,-0.02,0.5,38
2016OTT,2016,Eastern,Atlantic,Ottawa Senators,OTT,N,82,38,35,,9,85,0.518,236,247,-0.13,0.01,0.463,32
2016MTL,2016,Eastern,Atlantic,Montreal Canadiens,MTL,N,82,38,38,,6,82,0.5,221,236,-0.18,0,0.451,33
2016BUF,2016,Eastern,Atlantic,Buffalo Sabres,BUF,N,82,35,36,,11,81,0.494,201,222,-0.25,0.01,0.457,33
2016TOR,2016,Eastern,Atlantic,Toronto Maple Leafs,TOR,N,82,29,42,,11,69,0.421,198,246,-0.56,0.03,0.354,23
2016WSH,2016,Eastern,Metropolitan,Washington Capitals,WSH,Y,82,56,18,,8,120,0.732,252,193,0.7,-0.02,0.671,52
2016PIT,2016,Eastern,Metropolitan,Pittsburgh Penguins,PIT,Y,82,48,26,,8,104,0.634,245,203,0.5,-0.01,0.585,44
2016NYR,2016,Eastern,Metropolitan,New York Rangers,NYR,Y,82,46,27,,9,101,0.616,236,217,0.24,0.01,0.555,43
2016NYI,2016,Eastern,Metropolitan,New York Islanders,NYI,Y,82,45,27,,10,100,0.61,232,216,0.19,0,0.549,40
2016PHI,2016,Eastern,Metropolitan,Philadelphia Flyers,PHI,Y,82,41,27,,14,96,0.585,214,218,-0.03,0.02,0.53,38
2016CAR,2016,Eastern,Metropolitan,Carolina Hurricanes,CAR,N,82,35,31,,16,86,0.524,198,226,-0.31,0.03,0.445,33
2016NJD,2016,Eastern,Metropolitan,New Jersey Devils,NJD,N,82,38,36,,8,84,0.512,184,208,-0.28,0.02,0.488,36
2016CBJ,2016,Eastern,Metropolitan,Columbus Blue Jackets,CBJ,N,82,34,40,,8,76,0.463,219,252,-0.38,0.03,0.402,28
2016DAL,2016,Western,Central,Dallas Stars,DAL,Y,82,50,23,,9,109,0.665,267,230,0.45,-0.01,0.61,48
2016STL,2016,Western,Central,St. Louis Blues,STL,Y,82,49,24,,9,107,0.652,224,201,0.28,0,0.591,44
2016CHI,2016,Western,Central,Chicago Blackhawks,CHI,Y,82,47,26,,9,103,0.628,235,209,0.32,0,0.579,46
2016NSH,2016,Western,Central,Nashville Predators,NSH,Y,82,41,27,,14,96,0.585,228,215,0.17,0.01,0.488,37
2016MIN,2016,Western,Central,Minnesota Wild,MIN,Y,82,38,33,,11,87,0.53,216,206,0.13,0.01,0.457,35
2016COL,2016,Western,Central,Colorado Avalanche,COL,N,82,39,39,,4,82,0.5,216,240,-0.26,0.03,0.451,35
2016WPG,2016,Western,Central,Winnipeg Jets,WPG,N,82,35,39,,8,78,0.476,215,239,-0.26,0.03,0.427,32
2016ANA,2016,Western,Pacific,Anaheim Ducks,ANA,Y,82,46,25,,11,103,0.628,218,192,0.27,-0.05,0.567,43
2016LAK,2016,Western,Pacific,Los Angeles Kings,LAK,Y,82,48,28,,6,102,0.622,225,195,0.32,-0.04,0.591,46
2016SJS,2016,Western,Pacific,San Jose Sharks,SJS,Y,82,46,30,,6,98,0.598,241,210,0.33,-0.05,0.555,42
2016ARI,2016,Western,Pacific,Arizona Coyotes,ARI,N,82,35,39,,8,78,0.476,209,245,-0.43,0.01,0.427,34
2016CGY,2016,Western,Pacific,Calgary Flames,CGY,N,82,35,40,,7,77,0.47,231,260,-0.36,-0.01,0.433,33
2016VAN,2016,Western,Pacific,Vancouver Canucks,VAN,N,82,31,38,,13,75,0.457,191,243,-0.62,0.02,0.372,26
2016EDM,2016,Western,Pacific,Edmonton Oilers,EDM,N,82,31,43,,8,70,0.427,203,245,-0.51,0,0.372,27
2017MTL,2017,Eastern,Atlantic,Montreal Canadiens,MTL,Y,82,47,26,,9,103,0.628,226,200,0.31,-0.01,0.567,44
2017OTT,2017,Eastern,Atlantic,Ottawa Senators,OTT,Y,82,44,28,,10,98,0.598,212,214,-0.01,0.01,0.524,38
2017BOS,2017,Eastern,Atlantic,Boston Bruins,BOS,Y,82,44,31,,7,95,0.579,234,212,0.27,0,0.543,42
2017TOR,2017,Eastern,Atlantic,Toronto Maple Leafs,TOR,Y,82,40,27,,15,95,0.579,251,242,0.11,0,0.53,39
2017TBL,2017,Eastern,Atlantic,Tampa Bay Lightning,TBL,N,82,42,30,,10,94,0.573,234,227,0.09,0.01,0.506,38
2017FLA,2017,Eastern,Atlantic,Florida Panthers,FLA,N,82,35,36,,11,81,0.494,210,237,-0.3,0.03,0.433,30
2017DET,2017,Eastern,Atlantic,Detroit Red Wings,DET,N,82,33,36,,13,79,0.482,207,244,-0.41,0.04,0.348,24
2017BUF,2017,Eastern,Atlantic,Buffalo Sabres,BUF,N,82,33,37,,12,78,0.476,201,237,-0.41,0.03,0.427,31
2017WSH,2017,Eastern,Metropolitan,Washington Capitals,WSH,Y,82,55,19,,8,118,0.72,263,182,0.99,0,0.689,53
2017PIT,2017,Eastern,Metropolitan,Pittsburgh Penguins,PIT,Y,82,50,21,,11,111,0.677,282,234,0.59,0.01,0.616,46
2017CBJ,2017,Eastern,Metropolitan,Columbus Blue Jackets,CBJ,Y,82,50,24,,8,108,0.659,249,195,0.68,0.02,0.61,48
2017NYR,2017,Eastern,Metropolitan,New York Rangers,NYR,Y,82,48,28,,6,102,0.622,256,220,0.47,0.03,0.591,45
2017NYI,2017,Eastern,Metropolitan,New York Islanders,NYI,N,82,41,29,,12,94,0.573,241,242,0.03,0.05,0.512,39
2017PHI,2017,Eastern,Metropolitan,Philadelphia Flyers,PHI,N,82,39,33,,10,88,0.537,219,236,-0.17,0.04,0.463,32
2017CAR,2017,Eastern,Metropolitan,Carolina Hurricanes,CAR,N,82,36,31,,15,87,0.53,215,236,-0.21,0.05,0.457,33
2017NJD,2017,Eastern,Metropolitan,New Jersey Devils,NJD,N,82,28,40,,14,70,0.427,183,244,-0.67,0.08,0.341,25
2017CHI,2017,Western,Central,Chicago Blackhawks,CHI,Y,82,50,23,,9,109,0.665,244,213,0.32,-0.06,0.591,46
2017MIN,2017,Western,Central,Minnesota Wild,MIN,Y,82,49,25,,8,106,0.646,266,208,0.63,-0.08,0.591,46
2017STL,2017,Western,Central,St. Louis Blues,STL,Y,82,46,29,,7,99,0.604,235,218,0.17,-0.04,0.561,44
2017NSH,2017,Western,Central,Nashville Predators,NSH,Y,82,41,29,,12,94,0.573,240,224,0.16,-0.04,0.512,39
2017WPG,2017,Western,Central,Winnipeg Jets,WPG,N,82,40,35,,7,87,0.53,249,256,-0.11,-0.03,0.476,37
2017DAL,2017,Western,Central,Dallas Stars,DAL,N,82,34,37,,11,79,0.482,223,262,-0.48,-0.01,0.421,33
2017COL,2017,Western,Central,Colorado Avalanche,COL,N,82,22,56,,4,48,0.293,166,278,-1.32,0.05,0.274,21
2017ANA,2017,Western,Pacific,Anaheim Ducks,ANA,Y,82,46,23,,13,105,0.64,223,200,0.24,-0.04,0.561,43
2017EDM,2017,Western,Pacific,Edmonton Oilers,EDM,Y,82,47,26,,9,103,0.628,247,212,0.37,-0.06,0.579,43
2017SJS,2017,Western,Pacific,San Jose Sharks,SJS,Y,82,46,29,,7,99,0.604,221,201,0.21,-0.03,0.555,44
2017CGY,2017,Western,Pacific,Calgary Flames,CGY,Y,82,45,33,,4,94,0.573,226,221,0.02,-0.04,0.537,41
2017LAK,2017,Western,Pacific,Los Angeles Kings,LAK,N,82,39,35,,8,86,0.524,201,205,-0.07,-0.02,0.488,37
2017ARI,2017,Western,Pacific,Arizona Coyotes,ARI,N,82,30,42,,10,70,0.427,197,260,-0.76,0.01,0.341,24
2017VAN,2017,Western,Pacific,Vancouver Canucks,VAN,N,82,30,43,,9,69,0.421,182,243,-0.73,0.01,0.354,2
2018TBL,2018,Eastern,Atlantic,Tampa Bay Lightning,TBL,Y,82,54,23,,5,113,0.689,296,236,0.66,-0.07,0.634,48
2018BOS,2018,Eastern,Atlantic,Boston Bruins,BOS,Y,82,50,20,,12,112,0.683,270,214,0.62,-0.07,0.61,47
2018TOR,2018,Eastern,Atlantic,Toronto Maple Leafs,TOR,Y,82,49,26,,7,105,0.64,277,232,0.49,-0.06,0.567,42
2018FLA,2018,Eastern,Atlantic,Florida Panthers,FLA,N,82,44,30,,8,96,0.585,248,246,-0.01,-0.04,0.537,41
2018DET,2018,Eastern,Atlantic,Detroit Red Wings,DET,N,82,30,39,,13,73,0.445,217,255,-0.48,-0.01,0.341,25
2018MTL,2018,Eastern,Atlantic,Montreal Canadiens,MTL,N,82,29,40,,13,71,0.433,209,264,-0.68,0,0.378,27
2018OTT,2018,Eastern,Atlantic,Ottawa Senators,OTT,N,82,28,43,,11,67,0.409,221,291,-0.85,0,0.372,26
2018BUF,2018,Eastern,Atlantic,Buffalo Sabres,BUF,N,82,25,45,,12,62,0.378,199,280,-0.98,0.01,0.311,24
2018WSH,2018,Eastern,Metropolitan,Washington Capitals,WSH,Y,82,49,26,,7,105,0.64,259,239,0.21,-0.04,0.585,46
2018PIT,2018,Eastern,Metropolitan,Pittsburgh Penguins,PIT,Y,82,47,29,,6,100,0.61,272,250,0.23,-0.04,0.573,45
2018PHI,2018,Eastern,Metropolitan,Philadelphia Flyers,PHI,Y,82,42,26,,14,98,0.598,251,243,0.07,-0.03,0.543,40
2018CBJ,2018,Eastern,Metropolitan,Columbus Blue Jackets,CBJ,Y,82,45,30,,7,97,0.591,242,230,0.11,-0.04,0.537,39
2018NJD,2018,Eastern,Metropolitan,New Jersey Devils,NJD,Y,82,44,29,,9,97,0.591,248,244,0.02,-0.03,0.53,39
2018CAR,2018,Eastern,Metropolitan,Carolina Hurricanes,CAR,N,82,36,35,,11,83,0.506,228,256,-0.35,-0.01,0.439,33
2018NYI,2018,Eastern,Metropolitan,New York Islanders,NYI,N,82,35,37,,10,80,0.488,264,296,-0.4,-0.01,0.427,32
2018NYR,2018,Eastern,Metropolitan,New York Rangers,NYR,N,82,34,39,,9,77,0.47,231,268,-0.46,-0.01,0.427,31
2018NSH,2018,Western,Central,Nashville Predators,NSH,Y,82,53,18,,11,117,0.713,267,211,0.71,0.03,0.652,47
2018WPG,2018,Western,Central,Winnipeg Jets,WPG,Y,82,52,20,,10,114,0.695,277,218,0.74,0.02,0.622,48
2018MIN,2018,Western,Central,Minnesota Wild,MIN,Y,82,45,26,,11,101,0.616,253,232,0.29,0.04,0.549,42
2018COL,2018,Western,Central,Colorado Avalanche,COL,Y,82,43,30,,9,95,0.579,257,237,0.28,0.04,0.518,41
2018STL,2018,Western,Central,St. Louis Blues,STL,N,82,44,32,,6,94,0.573,226,222,0.1,0.05,0.518,41
2018DAL,2018,Western,Central,Dallas Stars,DAL,N,82,42,32,,8,92,0.561,235,225,0.17,0.04,0.506,38
2018CHI,2018,Western,Central,Chicago Blackhawks,CHI,N,82,33,39,,10,76,0.463,229,256,-0.26,0.07,0.409,32
2018VEG,2018,Western,Pacific,Vegas Golden Knights,VEG,Y,82,51,24,,7,109,0.665,272,228,0.52,-0.01,0.616,47
2018ANA,2018,Western,Pacific,Anaheim Ducks,ANA,Y,82,44,25,,13,101,0.616,235,216,0.24,0.01,0.555,40
2018SJS,2018,Western,Pacific,San Jose Sharks,SJS,Y,82,45,27,,10,100,0.61,252,229,0.28,0,0.537,40
2018LAK,2018,Western,Pacific,Los Angeles Kings,LAK,Y,82,45,29,,8,98,0.598,239,203,0.44,0,0.543,43
2018CGY,2018,Western,Pacific,Calgary Flames,CGY,N,82,37,35,,10,84,0.512,218,248,-0.33,0.03,0.47,35
2018EDM,2018,Western,Pacific,Edmonton Oilers,EDM,N,82,36,40,,6,78,0.476,234,263,-0.32,0.03,0.415,31
2018VAN,2018,Western,Pacific,Vancouver Canucks,VAN,N,82,31,40,,11,73,0.445,218,264,-0.51,0.05,0.409,31
2018ARI,2018,Western,Pacific,Arizona Coyotes,ARI,N,82,29,41,,12,70,0.427,208,256,-0.53,0.05,0.372,27
1940BOS,1940,,,Boston Bruins,BOS,Y,48,31,12,5,,67,0.698,170,98,1.29,-0.21,,
1940NYR,1940,,,New York Rangers,NYR,Y,48,27,11,10,,64,0.667,136,77,1.05,-0.18,,
1940TOR,1940,,,Toronto Maple Leafs,TOR,Y,48,25,17,6,,56,0.583,134,110,0.43,-0.07,,
1940CBH,1940,,,Chicago Black Hawks,CBH,Y,48,23,19,6,,52,0.542,112,120,-0.14,0.02,,
1940DET,1940,,,Detroit Red Wings,DET,Y,48,16,26,6,,38,0.396,90,126,-0.64,0.11,,
1940NYA,1940,,,New York Americans,NYA,Y,48,15,29,4,,34,0.354,106,140,-0.61,0.1,,
1940MTL,1940,,,Montreal Canadiens,MTL,N,48,10,33,5,,25,0.26,90,167,-1.38,0.23,,
1941BOS,1941,,,Boston Bruins,BOS,Y,48,27,8,13,,67,0.698,168,102,1.18,-0.2,,
1941TOR,1941,,,Toronto Maple Leafs,TOR,Y,48,28,14,6,,62,0.646,145,99,0.82,-0.14,,
1941DET,1941,,,Detroit Red Wings,DET,Y,48,21,16,11,,53,0.552,112,102,0.18,-0.03,,
1941NYR,1941,,,New York Rangers,NYR,Y,48,21,19,8,,50,0.521,143,125,0.32,-0.05,,
1941CBH,1941,,,Chicago Black Hawks,CBH,Y,48,16,25,7,,39,0.406,112,139,-0.48,0.08,,
1941MTL,1941,,,Montreal Canadiens,MTL,Y,48,16,26,6,,38,0.396,121,147,-0.47,0.08,,
1941NYA,1941,,,New York Americans,NYA,N,48,8,29,11,,27,0.281,99,186,-1.55,0.26,,
1942NYR,1942,,,New York Rangers,NYR,Y,48,29,17,2,,60,0.625,177,143,0.61,-0.1,,
1942TOR,1942,,,Toronto Maple Leafs,TOR,Y,48,27,18,3,,57,0.594,158,136,0.39,-0.07,,
1942BOS,1942,,,Boston Bruins,BOS,Y,48,25,17,6,,56,0.583,160,118,0.75,-0.13,,
1942CBH,1942,,,Chicago Black Hawks,CBH,Y,48,22,23,3,,47,0.49,145,155,-0.18,0.03,,
1942DET,1942,,,Detroit Red Wings,DET,Y,48,19,25,4,,42,0.438,140,147,-0.13,0.02,,
1942MTL,1942,,,Montreal Canadiens,MTL,Y,48,18,27,3,,39,0.406,134,173,-0.7,0.12,,
1942BRO,1942,,,Brooklyn Americans,BRO,N,48,16,29,3,,35,0.365,133,175,-0.75,0.13,,
1943DET,1943,,,Detroit Red Wings,DET,Y,50,25,14,11,,61,0.61,169,124,0.75,-0.15,,
1943BOS,1943,,,Boston Bruins,BOS,Y,50,24,17,9,,57,0.57,195,176,0.32,-0.06,,
1943TOR,1943,,,Toronto Maple Leafs,TOR,Y,50,22,19,9,,53,0.53,198,159,0.65,-0.13,,
1943MTL,1943,,,Montreal Canadiens,MTL,Y,50,19,19,12,,50,0.5,181,191,-0.17,0.03,,
1943CBH,1943,,,Chicago Black Hawks,CBH,N,50,17,18,15,,49,0.49,179,180,-0.02,0,,
1943NYR,1943,,,New York Rangers,NYR,N,50,11,31,8,,30,0.3,161,253,-1.53,0.31,,
1944MTL,1944,,,Montreal Canadiens,MTL,Y,50,38,5,7,,83,0.83,234,109,2.08,-0.42,,
1944DET,1944,,,Detroit Red Wings,DET,Y,50,26,18,6,,58,0.58,214,177,0.62,-0.12,,
1944TOR,1944,,,Toronto Maple Leafs,TOR,Y,50,23,23,4,,50,0.5,214,174,0.67,-0.13,,
1944CBH,1944,,,Chicago Black Hawks,CBH,Y,50,22,23,5,,49,0.49,178,187,-0.15,0.03,,
1944BOS,1944,,,Boston Bruins,BOS,N,50,19,26,5,,43,0.43,223,268,-0.75,0.15,,
1944NYR,1944,,,New York Rangers,NYR,N,50,6,39,5,,17,0.17,162,310,-2.47,0.49,,
1945MTL,1945,,,Montreal Canadiens,MTL,Y,50,38,8,4,,80,0.8,228,121,1.78,-0.36,,
1945DET,1945,,,Detroit Red Wings,DET,Y,50,31,14,5,,67,0.67,218,161,0.95,-0.19,,
1945TOR,1945,,,Toronto Maple Leafs,TOR,Y,50,24,22,4,,52,0.52,183,161,0.37,-0.07,,
1945BOS,1945,,,Boston Bruins,BOS,Y,50,16,30,4,,36,0.36,179,219,-0.67,0.13,,
1945CBH,1945,,,Chicago Black Hawks,CBH,N,50,13,30,7,,33,0.33,141,194,-0.88,0.18,,
1945NYR,1945,,,New York Rangers,NYR,N,50,11,29,10,,32,0.32,154,247,-1.55,0.31,,
1946MTL,1946,,,Montreal Canadiens,MTL,Y,50,28,17,5,,61,0.61,172,134,0.63,-0.13,,
1946BOS,1946,,,Boston Bruins,BOS,Y,50,24,18,8,,56,0.56,167,156,0.18,-0.04,,
1946CBH,1946,,,Chicago Black Hawks,CBH,Y,50,23,20,7,,53,0.53,200,178,0.37,-0.07,,
1946DET,1946,,,Detroit Red Wings,DET,Y,50,20,20,10,,50,0.5,146,159,-0.22,0.04,,
1946TOR,1946,,,Toronto Maple Leafs,TOR,N,50,19,24,7,,45,0.45,174,185,-0.18,0.04,,
1946NYR,1946,,,New York Rangers,NYR,N,50,13,28,9,,35,0.35,144,191,-0.78,0.16,,
1947MTL,1947,,,Montreal Canadiens,MTL,Y,60,34,16,10,,78,0.65,189,138,0.71,-0.14,,
1947TOR,1947,,,Toronto Maple Leafs,TOR,Y,60,31,19,10,,72,0.6,209,172,0.51,-0.1,,
1947BOS,1947,,,Boston Bruins,BOS,Y,60,26,23,11,,63,0.525,190,175,0.21,-0.04,,
1947DET,1947,,,Detroit Red Wings,DET,Y,60,22,27,11,,55,0.458,190,193,-0.04,0.01,,
1947NYR,1947,,,New York Rangers,NYR,N,60,22,32,6,,50,0.417,167,186,-0.26,0.05,,
1947CBH,1947,,,Chicago Black Hawks,CBH,N,60,19,37,4,,42,0.35,193,274,-1.13,0.23,,
1948TOR,1948,,,Toronto Maple Leafs,TOR,Y,60,32,15,13,,77,0.642,182,143,0.54,-0.11,,
1948DET,1948,,,Detroit Red Wings,DET,Y,60,30,18,12,,72,0.6,187,148,0.54,-0.11,,
1948BOS,1948,,,Boston Bruins,BOS,Y,60,23,24,13,,59,0.492,167,168,-0.02,0,,
1948NYR,1948,,,New York Rangers,NYR,Y,60,21,26,13,,55,0.458,176,201,-0.35,0.07,,
1948MTL,1948,,,Montreal Canadiens,MTL,N,60,20,29,11,,51,0.425,147,169,-0.31,0.06,,
1948CBH,1948,,,Chicago Black Hawks,CBH,N,60,20,34,6,,46,0.383,195,225,-0.42,0.08,,
1949DET,1949,,,Detroit Red Wings,DET,Y,60,34,19,7,,75,0.625,195,145,0.69,-0.14,,
1949BOS,1949,,,Boston Bruins,BOS,Y,60,29,23,8,,66,0.55,178,163,0.21,-0.04,,
